UF;escolaridade;horas_trabalhadas;renda_bruta;se;escolaridade_adj;faixa_horas_trabalhadas;ano
11;1;1;1870,374348195704;8,43370280375014e+02;Sem Instrução Formal;Até 14 Horas;2022
12;1;1;849,346551499379;3,76942687844696e+02;Sem Instrução Formal;Até 14 Horas;2022
13;1;1;462,724585531816;2,60338690506483e+02;Sem Instrução Formal;Até 14 Horas;2022
15;1;1;647,930499849882;2,42581017178445e+02;Sem Instrução Formal;Até 14 Horas;2022
16;1;1;613,758782897337;2,88864052478246e+02;Sem Instrução Formal;Até 14 Horas;2022
17;1;1;419,558309505197;9,35907537880096e+01;Sem Instrução Formal;Até 14 Horas;2022
21;1;1;264,519430545655;4,78769553797101e+01;Sem Instrução Formal;Até 14 Horas;2022
22;1;1;241,242251778076;3,56121505865181e+01;Sem Instrução Formal;Até 14 Horas;2022
23;1;1;278,302724770856;5,02534091700531e+01;Sem Instrução Formal;Até 14 Horas;2022
24;1;1;460,414885552245;1,17998792888791e+02;Sem Instrução Formal;Até 14 Horas;2022
25;1;1;202,234526636530;2,76097890668211e+01;Sem Instrução Formal;Até 14 Horas;2022
26;1;1;352,338843530913;7,32585902834811e+01;Sem Instrução Formal;Até 14 Horas;2022
27;1;1;307,399867091868;9,24808663904205e+01;Sem Instrução Formal;Até 14 Horas;2022
28;1;1;310,992617096781;5,18987761943946e+01;Sem Instrução Formal;Até 14 Horas;2022
29;1;1;358,562571357893;9,75317178192532e+01;Sem Instrução Formal;Até 14 Horas;2022
31;1;1;655,351716029910;3,81986419765328e+02;Sem Instrução Formal;Até 14 Horas;2022
32;1;1;664,549332644517;1,71015154634391e+02;Sem Instrução Formal;Até 14 Horas;2022
33;1;1;830,940137235221;1,50611139970590e+02;Sem Instrução Formal;Até 14 Horas;2022
35;1;1;347,906408730183;1,35615575012526e+02;Sem Instrução Formal;Até 14 Horas;2022
41;1;1;1137,222487846564;4,73706449174562e+02;Sem Instrução Formal;Até 14 Horas;2022
42;1;1;378,376685615351;1,27737912572225e+02;Sem Instrução Formal;Até 14 Horas;2022
43;1;1;553,533547070437;2,07416563808541e+02;Sem Instrução Formal;Até 14 Horas;2022
50;1;1;273,204804157453;6,90653819937472e+01;Sem Instrução Formal;Até 14 Horas;2022
51;1;1;549,780919612277;2,62363473429445e+02;Sem Instrução Formal;Até 14 Horas;2022
52;1;1;398,050848790180;3,81923707033790e+02;Sem Instrução Formal;Até 14 Horas;2022
53;1;1;999,558119952162;4,35029087174666e+02;Sem Instrução Formal;Até 14 Horas;2022
11;2;1;1466,427926508245;2,80795568298939e+02;Ensino Fundamental;Até 14 Horas;2022
12;2;1;1481,635639306176;4,89323838831407e+02;Ensino Fundamental;Até 14 Horas;2022
13;2;1;597,739772546185;2,91060867902533e+02;Ensino Fundamental;Até 14 Horas;2022
14;2;1;1083,717425898528;5,76313613129881e+02;Ensino Fundamental;Até 14 Horas;2022
15;2;1;462,129467770678;5,95484150725367e+01;Ensino Fundamental;Até 14 Horas;2022
16;2;1;704,014494077464;6,01621333169070e+02;Ensino Fundamental;Até 14 Horas;2022
17;2;1;555,210705267085;9,48021966446928e+01;Ensino Fundamental;Até 14 Horas;2022
21;2;1;399,956345491984;5,40733369787529e+01;Ensino Fundamental;Até 14 Horas;2022
22;2;1;233,970496550010;2,37873755218177e+01;Ensino Fundamental;Até 14 Horas;2022
23;2;1;395,610781381911;8,37445980624819e+01;Ensino Fundamental;Até 14 Horas;2022
24;2;1;311,135173215350;3,94613856229964e+01;Ensino Fundamental;Até 14 Horas;2022
25;2;1;267,979565304679;3,07848181599843e+01;Ensino Fundamental;Até 14 Horas;2022
26;2;1;379,568658428069;4,48864933892519e+01;Ensino Fundamental;Até 14 Horas;2022
27;2;1;491,281744306484;1,46354449431027e+02;Ensino Fundamental;Até 14 Horas;2022
28;2;1;313,038687937180;3,46616508531867e+01;Ensino Fundamental;Até 14 Horas;2022
29;2;1;343,364399594009;3,13494769625728e+01;Ensino Fundamental;Até 14 Horas;2022
31;2;1;504,344036620268;4,83206378585674e+01;Ensino Fundamental;Até 14 Horas;2022
32;2;1;676,742167082339;1,75266681768303e+02;Ensino Fundamental;Até 14 Horas;2022
33;2;1;560,480918841007;7,32608050645183e+01;Ensino Fundamental;Até 14 Horas;2022
35;2;1;752,193911318492;1,14735582865944e+02;Ensino Fundamental;Até 14 Horas;2022
41;2;1;787,341951519016;1,45431891963188e+02;Ensino Fundamental;Até 14 Horas;2022
42;2;1;996,888553011379;1,67386218726882e+02;Ensino Fundamental;Até 14 Horas;2022
43;2;1;964,972733044605;2,19631736422616e+02;Ensino Fundamental;Até 14 Horas;2022
50;2;1;868,644131719197;2,27896719075875e+02;Ensino Fundamental;Até 14 Horas;2022
51;2;1;816,730611789527;1,47588967959502e+02;Ensino Fundamental;Até 14 Horas;2022
52;2;1;593,036261625465;1,03813701313267e+02;Ensino Fundamental;Até 14 Horas;2022
53;2;1;729,432426487401;2,15796234064715e+02;Ensino Fundamental;Até 14 Horas;2022
11;3;1;970,797271453518;3,77789329594983e+02;Ensino Fundamental;Até 14 Horas;2022
12;3;1;367,721124931162;7,53458604840428e+01;Ensino Fundamental;Até 14 Horas;2022
13;3;1;448,955993837378;2,66540534652226e+02;Ensino Fundamental;Até 14 Horas;2022
14;3;1;442,789429860886;1,82257962898277e+02;Ensino Fundamental;Até 14 Horas;2022
15;3;1;511,313375915830;1,21010619813927e+02;Ensino Fundamental;Até 14 Horas;2022
16;3;1;450,000000000000;1,80205752527695e-14;Ensino Fundamental;Até 14 Horas;2022
17;3;1;401,347161052281;8,18521497024921e+01;Ensino Fundamental;Até 14 Horas;2022
21;3;1;511,853453769635;2,02981393825266e+02;Ensino Fundamental;Até 14 Horas;2022
22;3;1;497,511499796898;1,42306526455308e+02;Ensino Fundamental;Até 14 Horas;2022
23;3;1;337,820513691566;6,51194164207454e+01;Ensino Fundamental;Até 14 Horas;2022
24;3;1;473,114038061308;1,04231075861425e+02;Ensino Fundamental;Até 14 Horas;2022
25;3;1;525,101514686948;9,12862784441815e+01;Ensino Fundamental;Até 14 Horas;2022
26;3;1;298,405591080979;8,59330457299874e+01;Ensino Fundamental;Até 14 Horas;2022
27;3;1;382,798884721202;8,11817785481322e+01;Ensino Fundamental;Até 14 Horas;2022
28;3;1;273,493366428570;4,38553383105279e+01;Ensino Fundamental;Até 14 Horas;2022
29;3;1;362,078188887201;7,42922933465484e+01;Ensino Fundamental;Até 14 Horas;2022
31;3;1;677,135295745358;1,33829137824801e+02;Ensino Fundamental;Até 14 Horas;2022
32;3;1;849,707808098444;2,26922137262856e+02;Ensino Fundamental;Até 14 Horas;2022
33;3;1;883,184100768820;1,40473948213082e+02;Ensino Fundamental;Até 14 Horas;2022
35;3;1;781,576674909089;2,27917566967468e+02;Ensino Fundamental;Até 14 Horas;2022
41;3;1;991,662453797138;2,69201019396345e+02;Ensino Fundamental;Até 14 Horas;2022
42;3;1;1277,127032765796;2,74509202285679e+02;Ensino Fundamental;Até 14 Horas;2022
43;3;1;1018,082532325197;3,32096735302599e+02;Ensino Fundamental;Até 14 Horas;2022
50;3;1;603,594419753847;1,40279054651774e+02;Ensino Fundamental;Até 14 Horas;2022
51;3;1;959,744268189608;1,33683335440417e+02;Ensino Fundamental;Até 14 Horas;2022
52;3;1;1191,243744843299;8,10853013646324e+02;Ensino Fundamental;Até 14 Horas;2022
53;3;1;869,187169902857;1,78806518342663e+02;Ensino Fundamental;Até 14 Horas;2022
11;4;1;244,881860794285;1,63197551395494e+02;Ensino Médio;Até 14 Horas;2022
12;4;1;798,741891271567;2,63806356318301e+02;Ensino Médio;Até 14 Horas;2022
13;4;1;563,431303895388;1,93665347271634e+02;Ensino Médio;Até 14 Horas;2022
14;4;1;300,000000000000;8,05904625176863e-15;Ensino Médio;Até 14 Horas;2022
15;4;1;282,890470226166;4,48645543932192e+01;Ensino Médio;Até 14 Horas;2022
16;4;1;329,630122680674;1,09743007252101e+02;Ensino Médio;Até 14 Horas;2022
17;4;1;639,985513026161;2,74732632027838e+02;Ensino Médio;Até 14 Horas;2022
21;4;1;236,598950023683;3,05174783811071e+01;Ensino Médio;Até 14 Horas;2022
22;4;1;441,542378838942;1,14037395614386e+02;Ensino Médio;Até 14 Horas;2022
23;4;1;414,549325504545;9,13243833141519e+01;Ensino Médio;Até 14 Horas;2022
24;4;1;360,033334596929;9,77786779953583e+01;Ensino Médio;Até 14 Horas;2022
25;4;1;566,110337362425;2,18761650222270e+02;Ensino Médio;Até 14 Horas;2022
26;4;1;491,233817371013;8,80331964295550e+01;Ensino Médio;Até 14 Horas;2022
27;4;1;432,372986845064;9,78355384215664e+01;Ensino Médio;Até 14 Horas;2022
28;4;1;378,071854455448;6,70287064959770e+01;Ensino Médio;Até 14 Horas;2022
29;4;1;444,725054630447;1,02804891043761e+02;Ensino Médio;Até 14 Horas;2022
31;4;1;380,923526335041;5,28985999217416e+01;Ensino Médio;Até 14 Horas;2022
32;4;1;466,325175236466;1,59014712409117e+02;Ensino Médio;Até 14 Horas;2022
33;4;1;780,321865601568;1,05384747320362e+02;Ensino Médio;Até 14 Horas;2022
35;4;1;950,443090444122;3,08716440491422e+02;Ensino Médio;Até 14 Horas;2022
41;4;1;637,444982675184;1,61773314839454e+02;Ensino Médio;Até 14 Horas;2022
42;4;1;1126,040719772497;2,67128875380566e+02;Ensino Médio;Até 14 Horas;2022
43;4;1;510,506764265271;1,44226658883253e+02;Ensino Médio;Até 14 Horas;2022
50;4;1;410,350631552255;1,00478266201241e+02;Ensino Médio;Até 14 Horas;2022
51;4;1;1849,374135568702;1,13936300821616e+03;Ensino Médio;Até 14 Horas;2022
52;4;1;443,041145936278;5,44054168459362e+01;Ensino Médio;Até 14 Horas;2022
53;4;1;486,519137122684;1,69229329746252e+02;Ensino Médio;Até 14 Horas;2022
11;5;1;1585,222930059237;4,50106475121254e+02;Ensino Médio;Até 14 Horas;2022
12;5;1;769,363642645299;2,10539990489528e+02;Ensino Médio;Até 14 Horas;2022
13;5;1;431,402128835018;6,67682175794958e+01;Ensino Médio;Até 14 Horas;2022
14;5;1;502,747626155747;9,60569069991586e+01;Ensino Médio;Até 14 Horas;2022
15;5;1;478,087465640435;5,90626980477651e+01;Ensino Médio;Até 14 Horas;2022
16;5;1;874,839561132342;1,11724606540438e+02;Ensino Médio;Até 14 Horas;2022
17;5;1;944,075918732482;3,13968239254297e+02;Ensino Médio;Até 14 Horas;2022
21;5;1;518,547635466554;7,10801408182208e+01;Ensino Médio;Até 14 Horas;2022
22;5;1;563,898018996732;1,37449862782281e+02;Ensino Médio;Até 14 Horas;2022
23;5;1;572,900204954763;7,60085133854642e+01;Ensino Médio;Até 14 Horas;2022
24;5;1;615,283809060389;1,01413466530398e+02;Ensino Médio;Até 14 Horas;2022
25;5;1;670,073518366858;1,61874404904971e+02;Ensino Médio;Até 14 Horas;2022
26;5;1;497,318540432093;9,08781671260048e+01;Ensino Médio;Até 14 Horas;2022
27;5;1;626,319252837178;1,18677611468272e+02;Ensino Médio;Até 14 Horas;2022
28;5;1;470,764232929436;8,34907307451928e+01;Ensino Médio;Até 14 Horas;2022
29;5;1;697,721139310757;1,14761580316996e+02;Ensino Médio;Até 14 Horas;2022
31;5;1;568,570785679484;5,60374391129105e+01;Ensino Médio;Até 14 Horas;2022
32;5;1;770,435127215425;1,04342088506115e+02;Ensino Médio;Até 14 Horas;2022
33;5;1;1210,468803126988;1,88778961303668e+02;Ensino Médio;Até 14 Horas;2022
35;5;1;1089,570340153750;1,37891303163389e+02;Ensino Médio;Até 14 Horas;2022
41;5;1;1233,854168461594;1,41410624192645e+02;Ensino Médio;Até 14 Horas;2022
42;5;1;2319,684035822495;4,59682786159878e+02;Ensino Médio;Até 14 Horas;2022
43;5;1;966,880285791379;1,18869590914611e+02;Ensino Médio;Até 14 Horas;2022
50;5;1;846,727954980205;1,24494356242866e+02;Ensino Médio;Até 14 Horas;2022
51;5;1;987,316230579664;2,04023236939267e+02;Ensino Médio;Até 14 Horas;2022
52;5;1;781,084586088291;1,35656017918914e+02;Ensino Médio;Até 14 Horas;2022
53;5;1;1201,498864780772;3,92184945693630e+02;Ensino Médio;Até 14 Horas;2022
11;6;1;1542,755342561421;4,19157350635371e+02;Ensino Superior;Até 14 Horas;2022
12;6;1;355,671049863489;1,03803772429877e+02;Ensino Superior;Até 14 Horas;2022
13;6;1;1011,480130314877;3,98596058734119e+02;Ensino Superior;Até 14 Horas;2022
15;6;1;1186,142075729016;2,95208042766360e+02;Ensino Superior;Até 14 Horas;2022
16;6;1;600,000000000000;8,05904625176863e-15;Ensino Superior;Até 14 Horas;2022
17;6;1;270,000000000000;0,00000000000000e+00;Ensino Superior;Até 14 Horas;2022
21;6;1;1264,671019146263;4,24566142977058e+02;Ensino Superior;Até 14 Horas;2022
22;6;1;851,683414354048;2,41799546945739e+02;Ensino Superior;Até 14 Horas;2022
23;6;1;624,743116341719;1,05544718060487e+02;Ensino Superior;Até 14 Horas;2022
24;6;1;2878,858597990663;2,44073339536053e+03;Ensino Superior;Até 14 Horas;2022
25;6;1;1291,082604045438;4,16101302818495e+02;Ensino Superior;Até 14 Horas;2022
26;6;1;763,616062214403;2,89696117554483e+02;Ensino Superior;Até 14 Horas;2022
27;6;1;800,992284825565;3,61881182374243e+02;Ensino Superior;Até 14 Horas;2022
28;6;1;741,514652341638;3,37919277480112e+02;Ensino Superior;Até 14 Horas;2022
29;6;1;549,975893389718;2,11551595194022e+02;Ensino Superior;Até 14 Horas;2022
31;6;1;2591,470193982112;1,46383023178619e+03;Ensino Superior;Até 14 Horas;2022
32;6;1;715,940449849150;4,60840913992069e+02;Ensino Superior;Até 14 Horas;2022
33;6;1;1002,591516853281;1,73985314879819e+02;Ensino Superior;Até 14 Horas;2022
35;6;1;2721,652173138854;9,64918696376512e+02;Ensino Superior;Até 14 Horas;2022
41;6;1;545,387502142918;1,33570671728080e+02;Ensino Superior;Até 14 Horas;2022
42;6;1;1771,182268900230;4,76670278838492e+02;Ensino Superior;Até 14 Horas;2022
43;6;1;1668,613177243979;5,89985626003376e+02;Ensino Superior;Até 14 Horas;2022
50;6;1;1048,152699886348;6,80053504933848e+02;Ensino Superior;Até 14 Horas;2022
51;6;1;1690,062483182065;1,05564145142828e+03;Ensino Superior;Até 14 Horas;2022
52;6;1;936,132207235833;2,36705896202546e+02;Ensino Superior;Até 14 Horas;2022
53;6;1;3528,841866312979;1,59242530768666e+03;Ensino Superior;Até 14 Horas;2022
11;7;1;1400,607647988171;8,39897317598596e+02;Ensino Superior;Até 14 Horas;2022
12;7;1;2149,146114639231;5,45961865753890e+02;Ensino Superior;Até 14 Horas;2022
13;7;1;2185,917916733174;5,83182569557198e+02;Ensino Superior;Até 14 Horas;2022
14;7;1;1998,242049561657;1,12875296478230e+03;Ensino Superior;Até 14 Horas;2022
15;7;1;1969,251271488027;4,52628225756036e+02;Ensino Superior;Até 14 Horas;2022
16;7;1;472,899616489459;2,08123574448699e+01;Ensino Superior;Até 14 Horas;2022
17;7;1;4732,193769406473;2,50420355957483e+03;Ensino Superior;Até 14 Horas;2022
21;7;1;2065,385096750711;5,00771758832454e+02;Ensino Superior;Até 14 Horas;2022
22;7;1;1190,836817329844;2,15647783145071e+02;Ensino Superior;Até 14 Horas;2022
23;7;1;1180,278749532052;2,09017210217999e+02;Ensino Superior;Até 14 Horas;2022
24;7;1;1180,014981653461;4,07581064904148e+02;Ensino Superior;Até 14 Horas;2022
25;7;1;1924,198635242748;4,56838833579300e+02;Ensino Superior;Até 14 Horas;2022
26;7;1;1014,427576435587;4,05858236032738e+02;Ensino Superior;Até 14 Horas;2022
27;7;1;2115,635366638905;9,91531937701776e+02;Ensino Superior;Até 14 Horas;2022
28;7;1;1126,683988737609;3,08533807357911e+02;Ensino Superior;Até 14 Horas;2022
29;7;1;2508,738529603309;7,60145428910540e+02;Ensino Superior;Até 14 Horas;2022
31;7;1;1357,779490575459;1,66482193420101e+02;Ensino Superior;Até 14 Horas;2022
32;7;1;3425,300284820227;1,13781665365699e+03;Ensino Superior;Até 14 Horas;2022
33;7;1;3481,769776997875;6,27091536525547e+02;Ensino Superior;Até 14 Horas;2022
35;7;1;2040,848995260454;2,76918153183585e+02;Ensino Superior;Até 14 Horas;2022
41;7;1;2330,327258675159;4,31170376669474e+02;Ensino Superior;Até 14 Horas;2022
42;7;1;2552,945477464281;3,50647875888637e+02;Ensino Superior;Até 14 Horas;2022
43;7;1;2247,548137859507;4,68598073462094e+02;Ensino Superior;Até 14 Horas;2022
50;7;1;1035,214204341944;2,26392771194714e+02;Ensino Superior;Até 14 Horas;2022
51;7;1;2808,003964195244;5,32348747403344e+02;Ensino Superior;Até 14 Horas;2022
52;7;1;2735,979875480546;1,14868055433248e+03;Ensino Superior;Até 14 Horas;2022
53;7;1;1640,994607556899;4,89224176004786e+02;Ensino Superior;Até 14 Horas;2022
11;1;2;2541,971322238370;9,26449308564367e+02;Sem Instrução Formal;15 até 39 Horas;2022
12;1;2;879,733514073211;8,26252968032998e+01;Sem Instrução Formal;15 até 39 Horas;2022
13;1;2;811,935946137364;1,03004788056950e+02;Sem Instrução Formal;15 até 39 Horas;2022
14;1;2;777,316543819271;2,16664994615974e+02;Sem Instrução Formal;15 até 39 Horas;2022
15;1;2;648,696982366034;8,16238276885540e+01;Sem Instrução Formal;15 até 39 Horas;2022
16;1;2;561,392278703516;5,73563934120541e+01;Sem Instrução Formal;15 até 39 Horas;2022
17;1;2;671,178683455950;8,75577466024193e+01;Sem Instrução Formal;15 até 39 Horas;2022
21;1;2;538,505605254705;4,59319637544137e+01;Sem Instrução Formal;15 até 39 Horas;2022
22;1;2;577,916770051239;4,57376093757770e+01;Sem Instrução Formal;15 até 39 Horas;2022
23;1;2;426,227487437466;3,19240549025878e+01;Sem Instrução Formal;15 até 39 Horas;2022
24;1;2;647,077845495965;9,18554883309040e+01;Sem Instrução Formal;15 até 39 Horas;2022
25;1;2;534,077760102413;5,69980385604427e+01;Sem Instrução Formal;15 até 39 Horas;2022
26;1;2;594,844069350441;8,76751942448146e+01;Sem Instrução Formal;15 até 39 Horas;2022
27;1;2;767,225449540044;8,86826522654694e+01;Sem Instrução Formal;15 até 39 Horas;2022
28;1;2;508,777351324014;4,77915336933546e+01;Sem Instrução Formal;15 até 39 Horas;2022
29;1;2;535,426014770525;6,34082914226862e+01;Sem Instrução Formal;15 até 39 Horas;2022
31;1;2;771,794305711484;6,38937500588899e+01;Sem Instrução Formal;15 até 39 Horas;2022
32;1;2;764,648847321597;1,72254435630192e+02;Sem Instrução Formal;15 até 39 Horas;2022
33;1;2;913,295725239093;9,98205633781455e+01;Sem Instrução Formal;15 até 39 Horas;2022
35;1;2;1302,358559146523;2,19614915989268e+02;Sem Instrução Formal;15 até 39 Horas;2022
41;1;2;912,010636761599;1,13692446301450e+02;Sem Instrução Formal;15 até 39 Horas;2022
42;1;2;1270,693369661174;2,88398293864370e+02;Sem Instrução Formal;15 até 39 Horas;2022
43;1;2;1029,814730514429;1,47389212778665e+02;Sem Instrução Formal;15 até 39 Horas;2022
50;1;2;968,242208981503;1,42879631382383e+02;Sem Instrução Formal;15 até 39 Horas;2022
51;1;2;1090,705396466084;1,97009992008973e+02;Sem Instrução Formal;15 até 39 Horas;2022
52;1;2;899,919751235590;2,26429002634578e+02;Sem Instrução Formal;15 até 39 Horas;2022
53;1;2;2225,162810339884;8,15711482366440e+02;Sem Instrução Formal;15 até 39 Horas;2022
11;2;2;1389,078388539116;1,07039961409485e+02;Ensino Fundamental;15 até 39 Horas;2022
12;2;2;1283,795936298898;1,71226477227708e+02;Ensino Fundamental;15 até 39 Horas;2022
13;2;2;831,920126197784;6,14886210667920e+01;Ensino Fundamental;15 até 39 Horas;2022
14;2;2;1186,104684653395;2,19516572977830e+02;Ensino Fundamental;15 até 39 Horas;2022
15;2;2;774,399277681449;4,90233759909754e+01;Ensino Fundamental;15 até 39 Horas;2022
16;2;2;1265,874268112319;3,00369390445520e+02;Ensino Fundamental;15 até 39 Horas;2022
17;2;2;880,128555855486;7,80222904205756e+01;Ensino Fundamental;15 até 39 Horas;2022
21;2;2;618,938885115935;2,94146790636186e+01;Ensino Fundamental;15 até 39 Horas;2022
22;2;2;608,747497863498;3,91305395922455e+01;Ensino Fundamental;15 até 39 Horas;2022
23;2;2;624,422940735725;2,62362293298184e+01;Ensino Fundamental;15 até 39 Horas;2022
24;2;2;695,736040124173;5,36436085636486e+01;Ensino Fundamental;15 até 39 Horas;2022
25;2;2;611,693517378402;4,01849798960618e+01;Ensino Fundamental;15 até 39 Horas;2022
26;2;2;766,117843434015;3,94092200625124e+01;Ensino Fundamental;15 até 39 Horas;2022
27;2;2;847,271501295547;4,41716288194141e+01;Ensino Fundamental;15 até 39 Horas;2022
28;2;2;664,431793894362;7,12010269504450e+01;Ensino Fundamental;15 até 39 Horas;2022
29;2;2;573,038918187356;3,02029192995001e+01;Ensino Fundamental;15 até 39 Horas;2022
31;2;2;927,883392494592;3,55190209718151e+01;Ensino Fundamental;15 até 39 Horas;2022
32;2;2;1209,690565864994;1,46906949718313e+02;Ensino Fundamental;15 até 39 Horas;2022
33;2;2;1074,063787420335;4,05293560874178e+01;Ensino Fundamental;15 até 39 Horas;2022
35;2;2;1340,535853513137;8,78190341571402e+01;Ensino Fundamental;15 até 39 Horas;2022
41;2;2;1399,654633327566;1,38176784480091e+02;Ensino Fundamental;15 até 39 Horas;2022
42;2;2;1340,246473566666;6,29055411380764e+01;Ensino Fundamental;15 até 39 Horas;2022
